numbering,type,gender,age,residence,income,edu_lvl,profession,household_size,dri_lic,num_cars,purpose1,purpose2,purpose3,purpose4,purpose5,self_drive,other_drive,pub_trans,bicycle,walking,frequency_travel,planned_travel_time,attraction_type1,attraction_type2,attraction_type3,daily_t,daily_d,exp_lvl,num_phones,if_connected_network,stability_network,daily_phone_use_t,frequency_phone_use,daily_devices_use_t,device_proficiency,value_e_devices1,value_e_devices2,value_e_devices3,value_e_devices4,value_e_devices5,value_e_devices6,value_e_devices7,value_e_devices8,value_e_devices9,value_e_devices10,travel_safety1,travel_safety2,travel_safety3,travel_safety4,travel_safety5,travel_safety6,travel_safety7,sati_lvl,prss_allevi,hlt_impro,ta_envi1,ta_envi2,ta_envi3,ta_envi4,ta_envi5,ta_envi6,r_envi1,r_envi2,r_envi3,r_envi4,r_envi5
406,on-site,0,4,0,3,2,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,1,3,1,1,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,3,3,3,3
407,on-site,1,2,0,4,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,4,5,4,2,1,2,3,3,3,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4
408,on-site,1,3,0,4,3,1,4,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,5,5,5,2,1,3,4,3,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,4,5,5,4,1,1,1,1,1
409,on-site,1,2,1,3,3,1,5,1,2,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,3,5,5,1,0,3,2,2,2,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,4,3,3,3,2,1
412,on-site,1,4,0,4,3,0,4,1,3,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,5,5,5,1,1,2,3,2,4,3,3,4,5,5,3,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5,3,4,4,5,4,2,2,3,1,1
413,on-site,1,3,0,5,3,1,5,1,2,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,4,4,4,1,1,2,4,3,6,4,5,5,5,4,5,5,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,3,3,4,4,4
414,on-site,0,3,0,5,2,1,2,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,5,1,4,2,1,3,2,2,3,2,5,5,5,5,4,5,5,4,5,4,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,3,3,4
416,on-site,1,3,0,3,2,1,4,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,4,1,3,1,0,1,4,2,6,3,3,4,4,2,4,4,4,4,2,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,1
417,on-site,0,2,0,1,3,1,3,0,1,1,0,1,0,0,0,1,0,0,0,1,2,1,1,1,2,1,4,1,1,2,3,3,3,4,5,5,4,4,3,5,5,4,4,4,4,3,4,3,4,4,5,4,5,5,4,2,3,4,3,3,2,1,3,3,2
418,on-site,0,1,1,1,2,1,7,0,0,0,0,0,0,1,0,0,0,0,1,5,5,0,0,1,1,1,1,1,1,2,1,2,1,2,3,4,2,4,3,4,3,4,4,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4
419,on-site,1,2,1,3,3,0,3,1,1,0,0,0,1,0,0,1,0,0,0,5,5,1,0,0,1,1,4,1,0,3,2,2,2,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,2,2,2,2
420,on-site,1,1,1,1,1,1,8,1,1,0,0,0,1,0,1,0,0,0,0,5,5,0,0,1,1,1,5,1,1,2,1,2,1,3,3,4,4,3,4,4,3,5,4,3,3,4,5,3,4,5,3,5,5,5,4,4,4,3,5,5,3,3,3,3,3
421,on-site,1,3,1,3,3,0,4,1,1,1,0,0,1,0,0,0,0,0,1,5,5,0,0,0,2,2,4,2,1,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4
422,on-site,0,2,1,3,3,0,6,0,2,0,0,0,0,1,1,0,0,0,0,5,5,1,1,1,4,2,5,2,1,2,4,2,2,3,4,4,3,3,4,4,4,3,3,4,3,4,3,3,3,4,3,4,3,2,4,5,4,5,5,4,4,3,4,3,4
423,on-site,0,2,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,5,5,0,0,1,3,4,3,1,1,2,3,2,2,3,4,2,4,4,4,4,4,4,4,4,4,4,3,2,4,4,5,4,4,4,4,4,4,2,4,4,3,3,4,3,3
424,on-site,0,2,0,3,2,1,5,1,2,1,0,0,0,0,1,0,0,0,0,5,5,0,1,0,2,2,3,2,1,2,3,2,2,4,2,3,4,5,4,4,4,4,4,3,5,3,5,5,5,4,5,4,4,3,4,3,3,5,3,2,5,3,4,4,3
425,on-site,0,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,1,3,1,1,2,2,3,2,3,1,3,4,5,5,4,4,5,5,5,5,5,5,5,4,4,5,3,4,5,5,5,5,4,4,4,5,4,2,2,2
426,on-site,1,1,1,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,1,5,5,0,1,0,1,1,3,1,1,2,2,2,6,2,2,3,2,3,3,2,3,4,3,3,2,3,3,2,3,3,3,2,2,4,5,3,3,3,3,3,3,2,3,3,3
427,on-site,0,2,1,1,2,1,9,0,2,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,1,1,4,1,1,2,2,3,1,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,3,3,4,4,4,4,5,5,5,5,4,4,3,3,2,2,2
428,on-site,1,2,1,2,2,1,5,0,1,0,0,0,0,1,1,0,0,0,0,5,5,0,1,0,2,2,3,1,1,2,3,2,2,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3
429,on-site,1,2,1,1,3,1,4,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1,1,0,2,1,4,1,1,3,3,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
430,on-site,0,1,1,1,1,1,10,0,0,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,2,3,1,1,3,2,2,6,3,3,2,4,2,1,1,3,3,4,3,4,4,3,3,4,2,4,5,4,4,4,3,3,3,4,4,1,1,2,1,1
431,on-site,0,2,1,1,3,1,5,1,1,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,3,1,4,1,1,3,3,2,2,3,4,4,3,4,3,5,5,4,3,3,5,4,4,3,4,3,4,3,4,4,5,3,3,4,3,4,3,3,2,2,3
432,on-site,0,2,1,1,3,1,6,0,1,0,0,0,0,1,0,1,0,0,0,5,5,1,0,0,2,2,3,1,1,3,2,2,1,3,4,3,3,3,2,NA,3,3,3,2,5,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,2,1,2,1
433,on-site,1,2,1,2,3,1,8,0,2,1,0,0,0,0,0,1,0,0,0,5,5,0,0,1,1,1,5,2,1,3,4,2,6,4,5,5,5,4,5,4,5,5,4,4,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,2,1,1,1
434,on-site,1,2,1,1,4,1,4,0,0,0,0,0,0,1,1,0,0,0,0,1,NA,0,1,0,1,2,3,1,1,2,2,3,6,2,3,3,4,3,3,3,4,3,4,3,3,2,4,3,1,1,3,3,4,4,5,4,4,5,5,3,2,2,3,3,2
435,on-site,1,3,1,2,2,1,4,0,2,0,0,0,1,0,0,0,0,0,1,5,5,1,0,1,5,1,3,2,1,2,4,2,2,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,3,4,4,5,3,1,1,2,1,1
436,on-site,1,2,1,1,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,5,5,0,0,1,2,1,3,1,1,3,2,2,6,3,3,3,4,3,3,4,4,4,4,4,4,5,5,3,3,3,5,4,3,4,4,4,5,5,3,4,4,3,3,4,3
437,on-site,0,2,1,2,1,1,4,0,0,1,0,0,1,0,1,0,0,0,0,5,5,0,0,1,2,1,4,1,1,3,1,1,1,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,2
438,on-site,0,1,1,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,5,5,0,0,1,2,1,5,1,1,3,1,2,6,4,3,2,4,2,3,4,4,4,3,4,3,2,4,2,3,2,4,5,4,4,4,4,3,3,4,3,2,2,1,1,2
439,on-site,0,1,1,1,2,1,10,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1,1,1,2,2,3,1,1,2,4,2,6,3,3,4,4,5,3,3,4,3,3,3,4,4,4,3,3,4,4,3,3,4,4,4,3,4,4,3,3,5,4,4,4
440,on-site,0,2,1,3,3,0,3,1,2,1,0,0,0,0,1,0,0,0,0,2,2,0,0,1,2,2,4,1,1,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,5,5,5,5,4,5,4,4,3,3,3
441,on-site,0,4,1,2,3,0,4,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,2,4,3,1,1,3,2,2,2,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,5,5,5,3,4,4,3,4,3,3,3,3
442,on-site,0,3,1,2,2,0,8,1,3,0,0,0,1,0,1,0,0,0,0,5,5,0,0,1,2,2,5,1,1,3,1,2,1,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,4,4
443,on-site,0,2,0,1,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,5,5,5,1,1,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5
444,on-site,0,1,0,1,2,1,5,0,2,1,0,0,0,0,1,0,0,0,0,5,2,1,0,0,2,1,5,1,1,3,2,3,6,4,3,4,4,3,NA,4,5,4,4,5,5,4,5,4,4,3,4,4,3,5,5,4,4,4,4,4,4,3,5,4,4
445,on-site,0,2,1,1,3,1,6,1,1,0,0,0,1,0,0,1,0,0,0,5,5,0,1,0,2,2,3,1,0,1,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2
446,on-site,1,1,1,1,3,1,9,0,1,1,0,0,1,0,0,0,0,0,1,5,5,0,1,1,2,2,5,1,0,1,1,1,1,4,1,1,5,5,5,5,5,3,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,3,5,5,1,3,1,1,1
447,on-site,0,1,0,1,2,1,5,0,2,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,2,4,1,1,3,2,3,1,4,4,5,5,4,5,3,5,4,5,4,4,4,4,4,3,4,5,5,4,5,5,5,4,5,2,4,4,4,5,4,5
448,on-site,0,4,1,4,3,0,4,1,1,1,0,0,0,0,0,0,1,0,0,5,5,0,0,1,2,2,3,1,1,3,2,1,2,2,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2
449,on-site,0,2,1,1,1,1,6,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,4,2,4,1,1,2,1,2,2,4,4,5,5,3,4,4,3,5,5,3,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,4,3,2,3,2,3
450,on-site,1,2,1,4,4,0,3,1,1,0,0,0,1,0,0,0,1,0,0,2,5,0,1,0,2,3,5,1,1,2,2,2,3,4,5,5,5,5,5,5,5,4,4,5,3,4,3,3,3,2,4,5,5,5,5,5,3,5,5,5,3,3,3,3,3
451,on-site,0,1,1,1,2,1,5,0,2,1,0,0,0,0,0,0,0,0,1,5,5,0,0,1,1,2,4,2,1,3,1,2,1,4,4,3,4,5,5,4,5,4,3,3,5,4,5,3,4,4,3,5,4,3,5,3,4,4,3,4,3,2,1,2,1
452,on-site,1,2,1,2,3,1,3,0,0,0,0,1,0,0,0,0,1,0,0,5,4,0,0,1,2,3,4,1,1,3,2,2,6,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,2,2,2,3
453,on-site,1,5,0,2,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,2,1,3,2,1,3,3,2,6,3,3,3,4,5,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,5,4,5,3,3,3,3,2,2,3,2
454,on-site,0,4,0,5,4,1,3,1,2,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
455,on-site,1,2,0,1,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,5,5,5,1,1,2,1,1,2,2,4,4,4,3,4,3,5,2,2,3,5,5,5,3,3,3,5,5,4,3,4,3,4,4,2,1,3,2,3,4,4
456,on-site,1,3,0,4,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,4,4,1,1,3,4,3,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,4,5,5,3,4,4
457,on-site,0,2,0,3,3,1,4,1,2,1,0,0,0,0,1,0,0,0,0,1,3,0,1,1,5,5,4,2,1,3,3,2,3,3,3,5,4,5,4,5,5,4,4,5,5,5,4,5,4,5,5,4,4,3,5,4,3,5,4,4,5,4,5,4,3
458,on-site,1,3,0,3,4,0,3,1,1,1,0,0,0,0,1,0,1,0,0,1,3,1,1,1,3,4,5,2,1,2,2,3,2,4,4,5,5,5,5,5,5,5,3,3,4,4,4,4,4,3,4,4,5,5,5,4,4,5,3,3,4,4,2,3,3
459,on-site,0,1,0,2,1,1,4,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,3,1,5,1,1,2,2,2,6,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,5,4,5,5,5,5,4,5,4,4,4,3,4,4,3,3
460,on-site,0,1,0,1,1,1,3,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,1,4,1,1,2,3,1,6,4,1,1,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,3
461,on-site,1,2,0,3,4,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,2,4,1,0,3,3,2,6,4,5,5,4,5,5,5,5,4,3,3,5,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4
462,on-site,0,2,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,3,2,4,2,1,2,2,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,4,4,3,3,3,3
464,on-site,1,3,0,4,4,0,5,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,3,1,5,1,1,3,3,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,3,3,3,3,3
465,on-site,1,2,1,1,3,1,3,1,1,1,0,0,0,0,0,0,1,0,0,5,5,1,0,0,2,1,4,1,1,3,4,2,6,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4
466,on-site,0,2,1,2,3,1,3,1,1,1,0,0,0,0,0,0,0,0,1,5,5,0,0,1,2,1,5,2,1,3,4,2,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1
467,on-site,0,1,1,2,2,1,4,0,1,1,0,0,0,0,0,1,0,0,0,5,5,1,0,0,2,1,5,2,1,3,2,3,6,4,5,5,4,3,5,5,5,5,3,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,2,2,1
468,on-site,1,1,0,NA,2,1,6,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,4,4,4,1,1,1,2,2,2,4,4,5,5,5,4,5,5,3,3,4,5,5,5,5,5,5,5,4,4,4,5,4,3,4,4,4,3,4,3,3,3
469,on-site,0,3,0,3,3,0,4,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,3,5,5,4,4,5,4,4,5,5,5,3,3,3,1,1
470,on-site,0,3,1,3,NA,0,5,0,1,0,1,0,0,0,0,0,1,0,0,5,5,0,1,1,3,1,4,1,1,2,1,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
472,on-site,1,1,1,1,1,1,4,0,2,1,0,0,0,0,0,1,0,0,0,5,5,1,0,0,1,1,4,1,1,2,2,3,NA,4,5,5,5,4,4,5,4,5,4,4,5,5,4,4,5,3,5,4,5,3,5,4,3,4,2,3,4,3,5,4,2
473,on-site,0,2,0,3,3,0,4,1,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,1,2,1,5,1,1,3,3,3,6,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3
475,on-site,1,2,1,1,3,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,1,5,1,1,3,2,2,1,4,4,4,5,3,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,3,4,5,4,4,2,1,2,2,2
476,on-site,0,3,0,4,3,0,3,1,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,2,1,5,1,1,1,4,3,6,4,5,5,5,3,4,4,5,3,4,3,3,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3
477,on-site,0,2,0,3,3,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3,2,5,1,1,3,4,3,6,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,5,5,4,3
478,on-site,1,2,1,2,3,1,3,1,1,0,0,0,1,0,0,0,1,0,0,5,5,0,0,1,2,1,3,1,1,3,3,2,6,4,4,5,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4
479,on-site,0,3,0,5,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,5,4,1,1,1,NA,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,3,3,4,3,3,3,3
480,on-site,0,4,0,4,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,5,5,5,1,1,3,4,3,5,4,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,3,5,5,5,5,5,4,5,4,5,4,3,4,1,2,1
481,on-site,0,4,0,3,4,0,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,4,5,5,1,1,2,4,3,4,4,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA
482,on-site,1,1,0,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,5,4,1,1,2,4,2,6,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,3,4,3,3,3,3,3
483,on-site,1,2,0,3,3,0,4,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4
484,on-site,1,2,0,4,3,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,4,0,1,1,3,4,4,1,1,2,2,3,2,4,5,5,5,5,5,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,4,3,2,4,4,3,2,2,3,3,3
485,on-site,0,3,0,4,4,0,5,1,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,4,2,1,3,4,3,2,3,3,4,4,3,5,3,4,2,1,1,3,3,3,5,3,3,3,3,5,3,4,4,3,3,3,3,3,3,4,3,3
486,on-site,0,2,0,3,4,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,2,1,4,1,1,3,4,3,NA,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3
487,on-site,1,1,1,1,2,1,5,0,4,0,0,1,0,0,0,0,1,0,0,5,5,1,1,1,3,1,4,1,1,3,1,1,6,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,3,4,3,3,2,4,4,4
488,on-site,1,3,0,4,3,0,3,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,4,4,4,1,1,3,3,2,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,3,4,3,3
489,on-site,0,3,0,5,3,1,4,1,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,5,4,5,1,1,1,4,3,6,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,3,3,3,3,3,NA
490,on-site,1,2,0,3,3,1,4,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,5,3,5,1,1,2,4,3,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,4,4,4,3,3
491,on-site,1,2,0,3,3,0,4,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,NA,5,1,1,3,4,3,NA,4,5,5,5,3,5,5,5,5,5,5,5,3,3,3,2,4,5,NA,5,5,4,4,3,2,4,3,3,2,3,4,4
492,on-site,1,2,0,3,3,0,6,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,5,3,5,2,1,3,2,1,6,4,5,5,5,3,4,5,5,5,5,5,5,5,5,4,4,3,4,3,5,5,4,3,3,4,3,3,4,4,3,5,5
493,on-site,0,2,0,1,3,1,4,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,4,3,4,1,1,2,3,3,6,1,5,5,5,3,4,5,5,4,2,4,5,2,3,5,5,4,5,5,5,5,5,3,5,4,3,5,3,5,3,5,4
494,on-site,0,1,0,1,2,1,4,0,4,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,4,2,5,2,1,2,1,1,6,4,3,5,4,4,3,5,2,4,4,4,5,4,3,5,4,2,5,5,4,5,5,4,5,4,3,5,1,2,3,2,2
495,on-site,1,3,0,3,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,3,1,1,1,3,4,5,1,1,3,4,3,2,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,2,1,1,1,1
496,on-site,1,2,0,3,4,0,3,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,3,4,1,0,3,4,3,6,4,5,4,4,5,5,5,5,5,3,4,4,3,4,4,4,4,5,5,5,5,5,4,4,5,5,3,2,4,3,3,3
497,on-site,0,2,0,2,3,0,2,1,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,3,5,1,1,3,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,2,1
498,on-site,1,3,0,3,3,0,2,1,2,1,0,0,0,0,0,0,1,0,0,2,3,0,0,1,4,3,4,2,1,3,2,3,2,4,4,5,5,4,3,4,5,3,1,1,4,4,5,4,4,3,5,4,4,3,4,3,4,4,4,3,4,4,3,4,3
499,on-site,0,2,1,1,3,1,4,0,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,2,4,5,1,1,3,1,2,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
500,on-site,1,3,0,4,3,0,3,1,2,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,2,5,1,0,2,3,3,2,4,5,5,5,5,3,3,5,3,1,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
501,on-site,1,3,0,3,3,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,2,4,1,0,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2
502,on-site,1,2,0,3,2,1,2,1,1,1,0,0,0,0,0,1,1,0,1,1,2,1,1,1,3,1,5,1,1,2,4,3,6,4,5,5,5,5,4,5,5,4,4,5,4,4,2,2,2,2,4,5,4,4,4,3,3,4,3,4,3,1,3,3,3
503,on-site,0,4,0,4,3,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,1,4,2,4,1,1,3,4,3,6,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5
504,on-site,0,3,0,3,3,1,3,1,0,1,0,0,0,0,0,1,1,0,1,1,2,0,1,1,3,2,4,2,1,2,2,2,6,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3
505,on-site,0,2,0,1,3,1,4,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,3,2,6,4,5,5,5,4,5,5,5,4,4,4,5,5,3,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4
506,on-site,1,3,0,NA,4,0,3,1,2,1,0,0,0,0,0,0,1,0,0,1,4,1,1,1,3,3,5,2,1,3,3,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,5,4,4,3,3,3,3,3
507,on-site,0,2,0,4,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,2,3,2,1,3,3,3,6,NA,5,4,4,4,3,3,2,NA,3,3,5,5,5,4,5,4,5,5,5,5,4,3,4,2,5,3,2,2,2,1,1
508,on-site,0,1,0,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,4,1,1,3,2,1,6,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3
509,on-site,0,2,0,2,3,1,5,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,4,4,4,2,1,2,2,2,6,4,4,4,4,4,4,4,4,4,3,3,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,1
510,on-site,1,3,0,1,3,1,5,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,3,2,5,1,1,2,2,2,6,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
